,Year,Month,Day,Hour,Minute,Temp,Cloud_opacity,DHI,DNI,GHI,WindVel,Output_Power
5532,2022,4,19,12,0,16.3,0,83,871,628,2.3,3716.21808171361
5533,2022,4,19,13,0,16.3,0,80,845,558,2.4,3457.03399622485
5534,2022,4,19,14,0,16.3,0,74,800,456,2.4,2945.62665165073
5535,2022,4,19,15,0,15.6,0,65,728,333,2.2,2212.55059382604
5536,2022,4,19,16,0,14.2,0,51,607,201,1.7,1307.89056234991
5537,2022,4,19,17,0,12.8,5.9,33,302,75,1.2,346.240419691906
5548,2022,4,20,4,0,5.1,23.5,35,3,35,1.1,112.021430712826
5549,2022,4,20,5,0,6.5,8.6,67,365,153,1.3,254.440379676741
5550,2022,4,20,6,0,8.2,0,70,662,295,2,616.742876477249
5551,2022,4,20,7,0,9.8,0,80,755,423,2.4,1531.39349327808
5552,2022,4,20,8,0,11.2,0,87,812,532,2.4,2391.3697566021
5553,2022,4,20,9,0,12.4,0,90,846,612,2.5,3073.53617452789
5554,2022,4,20,10,0,13.4,0,95,857,656,2.7,3527.64442437293
5555,2022,4,20,11,0,14.4,0,98,853,660,2.8,3729.15076101301
5556,2022,4,20,12,0,15.1,0,96,840,626,2.8,3691.232284816
5557,2022,4,20,13,0,15.5,0,94,808,554,2.9,3408.22501672755
5558,2022,4,20,14,0,15.7,0,89,754,453,3.2,2880.96264021164
5559,2022,4,20,15,0,15.4,0,80,668,329,3.3,2127.23732263428
5560,2022,4,20,16,0,14.5,0,63,532,197,2.9,1221.35578066133
5561,2022,4,20,17,0,13.4,4.6,39,244,74,1.9,323.030748851802
5572,2022,4,21,4,0,6.4,71.2,9,0,9,2,6.84893658479237
5573,2022,4,21,5,0,7.7,60.8,74,0,74,2.5,270.554807983768
5574,2022,4,21,6,0,9.1,16.7,129,359,260,3.2,698.055938089096
5575,2022,4,21,7,0,10.7,5.5,126,619,412,3.8,1502.28491719581
5576,2022,4,21,8,0,12,0,92,821,546,4.2,2448.82115455256
5577,2022,4,21,9,0,13.1,0,93,862,628,4.2,3156.99995299342
5578,2022,4,21,10,0,14.2,0,95,877,673,4.2,3620.17535085393
5579,2022,4,21,11,0,15.1,0,95,878,678,4.1,3831.84021641079
5580,2022,4,21,12,0,15.9,0,89,875,645,4,3810.4587030918
5581,2022,4,21,13,0,16.5,0,84,852,573,3.8,3528.4742977575
5582,2022,4,21,14,0,16.8,0,78,806,471,3.8,2998.94349900347
5583,2022,4,21,15,0,16.7,0,69,732,346,3.7,2244.69644565508
5584,2022,4,21,16,0,16,0,55,609,211,3.4,1326.39365781829
5585,2022,4,21,17,0,14,2.8,36,338,84,2.6,389.223518071349
5596,2022,4,22,4,0,6,12.7,41,105,52,1.7,137.49709783304
5597,2022,4,22,5,0,7.8,3,54,539,179,2.2,204.3489246973
5598,2022,4,22,6,0,10,0,63,725,317,3.2,636.945660095807
5599,2022,4,22,7,0,11.9,0,74,800,445,3.9,1588.36873231891
5600,2022,4,22,8,0,13.5,0,82,844,552,4.3,2458.45183336317
5601,2022,4,22,9,0,14.8,0,84,876,632,4.4,3151.51939652493
5602,2022,4,22,10,0,15.9,0,87,888,676,4.4,3610.05578310694
5603,2022,4,22,11,0,16.7,0,87,890,682,4.4,3829.80870033855
5604,2022,4,22,12,0,17.2,0,84,882,648,4.4,3808.49968574204
5605,2022,4,22,13,0,17.4,0,82,852,575,4.2,3518.5142597109
5606,2022,4,22,14,0,17.4,0,78,802,472,4.1,2985.20715296819
5607,2022,4,22,15,0,17,0,71,720,346,3.9,2221.81415175752
5608,2022,4,22,16,0,15.7,0,57,591,212,3.8,1306.69111380654
5609,2022,4,22,17,0,14,2.7,38,322,85,3.8,385.992619933812
5620,2022,4,23,4,0,5.3,15.6,46,55,52,3.5,158.203414503411
5621,2022,4,23,5,0,6.4,6.9,68,429,174,4,261.82382461895
5622,2022,4,23,6,0,7.7,11.7,125,433,282,4.8,740.111316733776
5623,2022,4,23,7,0,8.8,0,80,782,446,5.5,1620.87803564813
5624,2022,4,23,8,0,9.8,0,85,840,557,5.9,2525.05209603738
5625,2022,4,23,9,0,10.8,1.4,101,841,630,5.9,3194.74970693687
5626,2022,4,23,10,0,11.8,26.1,322,275,504,5.7,2353.26924554577
5627,2022,4,23,11,0,12.5,23.3,307,328,528,5.5,2584.646187855
5628,2022,4,23,12,0,13,29.3,332,200,459,5.2,2157.0290351107
5629,2022,4,23,13,0,13.2,20.5,269,333,458,5,2384.17737491226
5630,2022,4,23,14,0,13,8.9,153,565,435,5.2,2571.43591008413
5631,2022,4,23,15,0,12.3,1.7,82,689,345,5.4,2244.27517120542
5632,2022,4,23,16,0,11.2,18.6,99,284,184,5,923.106300416662
5633,2022,4,23,17,0,9.7,39.7,56,14,58,4.6,206.159914286073
5644,2022,4,24,4,0,2,81.7,8,0,8,3.8,3.71892513739589
5645,2022,4,24,5,0,2.9,83.5,33,0,33,4,105.360506541307
5646,2022,4,24,6,0,4.1,63,120,0,120,4.1,470.409106198039
5647,2022,4,24,7,0,5.2,65.6,154,0,154,4,610.959038942678
5648,2022,4,24,8,0,6.8,49.8,275,20,287,3.9,1161.94633465088
5649,2022,4,24,9,0,8.6,20.5,313,311,510,3.9,2304.74339622096
5650,2022,4,24,10,0,9.4,49.7,344,1,345,4,1376.31418817131
5651,2022,4,24,11,0,9.7,66.6,231,0,231,3.8,913.679294261092
5652,2022,4,24,12,0,10.2,56.1,288,0,288,3.8,1142.38828801095
5653,2022,4,24,13,0,10.6,31.5,286,195,397,4,1929.08778856564
5654,2022,4,24,14,0,10.3,16.6,217,366,406,3.9,2160.58500486579
5655,2022,4,24,15,0,9.9,5.6,117,574,336,3.6,2078.51804428401
5656,2022,4,24,16,0,9.4,0,62,604,224,3,1391.93066645348
5657,2022,4,24,17,0,7.9,0,39,394,97,2.3,467.381710739962
5668,2022,4,25,4,0,2.4,10.7,46,160,64,1.1,162.298475562654
5669,2022,4,25,5,0,4.5,5.4,66,493,190,1.3,258.074195529979
5670,2022,4,25,6,0,6.8,0,66,729,333,1.7,687.485682976623
5671,2022,4,25,7,0,8.8,0,78,797,459,1.9,1636.37790853595
5672,2022,4,25,8,0,10.7,0,86,839,565,2,2486.24799521838
5673,2022,4,25,9,0,12.4,0,87,871,644,2.1,3153.85199359005
5674,2022,4,25,10,0,13.7,0,90,883,687,2.2,3595.98431614316
5675,2022,4,25,11,0,14.6,0,93,878,691,2.3,3793.3806141513
5676,2022,4,25,12,0,15.2,0,93,864,656,2.5,3763.60254759002
5677,2022,4,25,13,0,15.3,0.7,105,802,579,2.8,3433.79559009637
5678,2022,4,25,14,0,15.1,9.7,178,505,433,3.2,2422.19398098062
5679,2022,4,25,15,0,14.6,19.1,196,228,287,3.7,1397.47268438688
5680,2022,4,25,16,0,13.8,13.6,118,271,189,3.8,961.570107914777
5681,2022,4,25,17,0,12.4,12.5,63,154,83,3.6,350.834731997425
5682,2022,4,25,18,0,10.5,0,8,51,13,3.3,2.89932473829291
5692,2022,4,26,4,0,4.1,74,13,0,13,3.2,23.1249265981594
5693,2022,4,26,5,0,4.8,88.7,24,0,24,3.2,67.2430030673238
5694,2022,4,26,6,0,5.7,73.5,91,0,91,3.6,344.81427134978
5695,2022,4,26,7,0,6.8,66.5,155,0,155,3.6,610.203601966945
5696,2022,4,26,8,0,7.9,52.6,274,0,274,3.4,1096.7715129651
5697,2022,4,26,9,0,8.8,58,272,0,272,3.2,1083.67019274085
5698,2022,4,26,10,0,9.7,58.6,289,0,289,2.9,1146.98312465537
5699,2022,4,26,11,0,10.5,45.2,350,49,384,2.8,1595.9582689888
5700,2022,4,26,12,0,10.9,35.5,395,48,425,2.7,1763.1464420042
5701,2022,4,26,13,0,10.9,45.6,321,0,321,2.9,1268.09517188445
5702,2022,4,26,14,0,10.7,28.7,292,112,347,3.4,1557.59126056589
5703,2022,4,26,15,0,10.2,50.1,180,15,186,3.9,747.212621995387
5704,2022,4,26,16,0,9.5,28.2,124,150,162,4,770.276905009414
5705,2022,4,26,17,0,8.3,20.5,69,95,84,3.7,332.672062255607
5706,2022,4,26,18,0,6.3,35.6,9,0,9,3.2,6.87096999751058
5716,2022,4,27,4,0,2.3,82.5,11,0,11,2.3,15.5809243425234
5717,2022,4,27,5,0,3,89.7,21,0,21,2.7,55.823321072189
5718,2022,4,27,6,0,3.9,64.9,117,0,117,2.9,457.690365591097
5719,2022,4,27,7,0,4.9,45.8,249,0,249,2.7,1007.29629629255
5720,2022,4,27,8,0,6,47.4,297,1,298,2.2,1200.35370911538
5721,2022,4,27,9,0,7.7,36,390,37,414,1.4,1681.63290666373
5722,2022,4,27,10,0,8.8,51.4,336,0,336,0.6,1332.35494524282
5723,2022,4,27,11,0,9,59.2,285,0,285,0.7,1128.9553636801
5724,2022,4,27,12,0,9.3,55.7,291,0,291,1.1,1152.45246642206
5725,2022,4,27,13,0,9.3,45.2,321,0,321,1.3,1272.50357318831
5726,2022,4,27,14,0,9.1,45.9,264,0,264,1.4,1045.90521328737
5727,2022,4,27,15,0,9,44.7,196,0,196,1.3,770.126134637196
5728,2022,4,27,16,0,8.5,21.2,146,115,173,1.1,792.171051858517
5729,2022,4,27,17,0,7.4,3.8,55,252,95,1,414.762945492585
5730,2022,4,27,18,0,5.5,27.9,12,0,12,1,18.7845536750006
5740,2022,4,28,4,0,2.2,43,37,22,40,2,122.830433698098
5741,2022,4,28,5,0,4.7,66.9,70,0,70,2.7,258.129889048075
5742,2022,4,28,6,0,7,38.1,193,64,219,3,808.776720500027
5743,2022,4,28,7,0,8.9,12.4,188,459,415,2.9,1529.77437831456
5744,2022,4,28,8,0,10.2,3.2,139,724,562,3,2434.63495563995
5745,2022,4,28,9,0,11,2,140,776,645,3.1,3107.18571655694
5746,2022,4,28,10,0,11.7,8.6,227,604,641,3.5,3189.46824604456
5747,2022,4,28,11,0,12,30.4,397,134,491,3.9,2126.29530697501
5748,2022,4,28,12,0,12.2,58.6,277,0,277,3.8,1087.76942520791
5749,2022,4,28,13,0,12.2,48.6,303,0,303,3.6,1191.01380063827
5750,2022,4,28,14,0,12.1,52.2,232,0,232,3.3,906.616619289948
5751,2022,4,28,15,0,11.8,45.5,194,0,194,3.1,753.841907626735
5752,2022,4,28,16,0,11.2,55,106,0,106,2.4,396.14585425289
5753,2022,4,28,17,0,9.9,69.1,33,0,33,1.5,100.651821223907
5764,2022,4,29,4,0,2.4,71.4,21,0,21,1.6,56.0626368840835
5765,2022,4,29,5,0,3.9,73.4,57,0,57,2.2,204.568281176864
5766,2022,4,29,6,0,5.4,55.7,152,0,152,2.3,600.828465664514
5767,2022,4,29,7,0,7.1,43,269,0,269,2.1,1077.61833329581
5768,2022,4,29,8,0,8.7,33.4,374,16,384,1.9,1530.44480144237
5769,2022,4,29,9,0,9.6,20.4,333,285,523,1.8,2273.31620361962
5770,2022,4,29,10,0,10.3,1.8,153,769,685,1.6,3481.66952185406
5771,2022,4,29,11,0,11,16.5,330,367,586,1.2,2786.25128161092
5772,2022,4,29,12,0,11.4,33.9,381,89,442,0.8,1865.94991632182
5773,2022,4,29,13,0,11.5,48.7,305,0,305,0.7,1194.63971120118
5774,2022,4,29,14,0,11.3,52.2,237,0,237,0.6,925.533444644812
5775,2022,4,29,15,0,11,48.3,191,0,191,0.6,741.627894377399
5776,2022,4,29,16,0,10.6,54,108,0,108,0.6,404.867361540534
5777,2022,4,29,17,0,9.5,28,70,31,76,0.7,278.78274880518
5778,2022,4,29,18,0,7.4,42,14,3,14,0.9,26.1534223979677
5788,2022,4,30,4,0,3.4,80.7,15,0,15,0.1,31.3165147509325
5789,2022,4,30,5,0,5.8,80,45,0,45,0.2,152.592153189131
5790,2022,4,30,6,0,8.3,70.9,102,0,102,0.3,384.748632363002
5791,2022,4,30,7,0,10.4,36.1,242,127,312,0.5,1168.44561791446
5792,2022,4,30,8,0,11.9,0,104,814,587,0.7,2487.05428323112
5793,2022,4,30,9,0,13.1,0.3,109,842,665,0.9,3127.08804067249
5794,2022,4,30,10,0,13.9,33,337,198,473,1,2064.28715438577
5795,2022,4,30,11,0,13.8,51.3,346,0,346,1.2,1342.37083849295
5796,2022,4,30,12,0,13.3,59.9,271,0,271,1.3,1052.7282755095
5797,2022,4,30,13,0,13.3,68.8,189,0,189,1.3,726.202084780803
5798,2022,4,30,14,0,13,59.4,200,0,200,1.4,771.570489815023
5799,2022,4,30,15,0,12.4,53.4,173,0,173,1.2,664.748757337042
5800,2022,4,30,16,0,11.9,52.2,116,0,116,0.8,434.768763475078
5801,2022,4,30,17,0,10.6,53,53,0,53,0.2,180.633111875477
5812,2022,5,1,4,0,3.8,82.8,15,0,15,0.9,31.2003317435014
5813,2022,5,1,5,0,6,82.6,41,0,41,1,136.005181247974
5814,2022,5,1,6,0,8.1,67.6,119,0,119,1.3,455.867778694185
5815,2022,5,1,7,0,10,42.9,227,104,284,1.4,1074.48125546986
5816,2022,5,1,8,0,11.7,0.6,101,819,591,1.2,2502.75647926027
5817,2022,5,1,9,0,13.3,4.1,154,740,644,0.9,2982.76382365553
5818,2022,5,1,10,0,14.4,29.3,379,180,505,0.8,2143.1400996567
5819,2022,5,1,11,0,14.7,57.2,284,33,308,1.1,1237.51956225608
5820,2022,5,1,12,0,14.6,59,279,0,279,1.4,1077.7953993342
5821,2022,5,1,13,0,14.5,58.1,256,0,256,1.7,988.552226994756
5822,2022,5,1,14,0,14.3,52,234,12,239,1.9,945.971257217925
5823,2022,5,1,15,0,14,24.2,226,154,288,2.4,1309.81439749791
5824,2022,5,1,16,0,13.2,37.3,142,41,153,3.1,618.591406152939
5825,2022,5,1,17,0,11.5,41.8,70,0,70,3.4,248.946988690416
5826,2022,5,1,18,0,9.5,24.9,17,37,21,3.1,37.7936473183821
5835,2022,5,2,3,0,5.4,42,9,0,9,4.3,7.04273450884655
5836,2022,5,2,4,0,6.4,32.6,65,7,66,4.7,235.397538788427
5837,2022,5,2,5,0,8,8.4,94,399,208,5.1,368.787638257194
5838,2022,5,2,6,0,9.3,0,82,701,362,5.4,785.779028419472
5839,2022,5,2,7,0,10.5,4.4,134,658,466,5.2,1671.22870344029
5840,2022,5,2,8,0,12.1,12.8,240,467,518,4.7,2177.71710321203
5841,2022,5,2,9,0,13.6,11.2,243,532,598,4.5,2720.44924261629
5842,2022,5,2,10,0,15,21.8,360,285,559,4.6,2494.27086881214
5843,2022,5,2,11,0,15.9,45.6,363,37,390,4.9,1565.33018501828
5844,2022,5,2,12,0,15.9,47.9,349,0,349,5.4,1354.81737286345
5845,2022,5,2,13,0,15.6,32,377,54,409,5.3,1682.52144495457
5846,2022,5,2,14,0,15.2,33.8,294,73,330,5,1402.88102537981
5847,2022,5,2,15,0,14.7,7,143,508,355,4.3,1970.65904286885
5848,2022,5,2,16,0,14.1,25.7,107,265,195,3.4,912.819172372674
5849,2022,5,2,17,0,12.8,48.9,61,0,61,3,210.786788014285
5850,2022,5,2,18,0,10.7,51.4,14,0,14,4.1,25.2226859942768
5859,2022,5,3,3,0,1.2,0.7,11,69,17,1.8,16.6025951077309
5860,2022,5,3,4,0,2.5,5.9,50,343,105,2.7,184.121026154437
5861,2022,5,3,5,0,4,0,58,658,242,3.9,233.587934497797
5862,2022,5,3,6,0,5.4,0,71,770,381,4.1,808.45366156773
5863,2022,5,3,7,0,6.8,0,81,834,510,3.7,1792.19486281685
5864,2022,5,3,8,0,8,0,88,872,617,3.4,2667.7831126078
5865,2022,5,3,9,0,9.1,0,93,895,695,3,3345.97887051176
5866,2022,5,3,10,0,10.1,0,98,901,736,2.8,3782.37436359331
5867,2022,5,3,11,0,10.7,0,101,894,738,2.7,3973.54102455232
5868,2022,5,3,12,0,10.9,0.3,106,868,699,2.6,3911.97053531701
5869,2022,5,3,13,0,11.1,8.5,184,622,576,2.4,3146.42591035689
5870,2022,5,3,14,0,11.1,26.5,297,162,384,2,1744.96207598295
5871,2022,5,3,15,0,11,17,199,312,327,1.3,1661.59553473112
5872,2022,5,3,16,0,10.7,11.5,106,409,234,0.8,1197.6847819479
5873,2022,5,3,17,0,9.5,32.4,73,72,84,1,328.638821474703
5874,2022,5,3,18,0,7.5,36.2,17,0,17,1.5,37.9707271555743
5883,2022,5,4,3,0,1.4,27,12,0,12,1.5,19.8038548644874
5884,2022,5,4,4,0,2.6,68.7,30,0,30,1.6,93.0356062586791
5885,2022,5,4,5,0,4.7,65,86,0,86,2.2,325.204162913877
5886,2022,5,4,6,0,6.4,47.1,197,0,197,2.6,785.41864767812
5887,2022,5,4,7,0,7.8,32.2,311,41,334,2.7,1318.22098202883
5888,2022,5,4,8,0,9.2,38.5,342,41,365,2.9,1472.54369094462
5889,2022,5,4,9,0,10.6,35.8,421,16,432,3.3,1719.10990215326
5890,2022,5,4,10,0,11.8,21.8,390,238,560,3.5,2455.54142415212
5891,2022,5,4,11,0,12.5,10.6,274,515,644,3.7,3179.60617383616
5892,2022,5,4,12,0,12.9,27.5,399,143,496,3.7,2165.51486234298
5893,2022,5,4,13,0,13.2,35.6,376,30,395,3.5,1592.97396667276
5894,2022,5,4,14,0,13.1,30.4,332,46,356,3.6,1464.67967639044
5895,2022,5,4,15,0,12.6,35,250,7,253,4,998.23157123819
5896,2022,5,4,16,0,11.7,54.1,114,0,114,3.9,428.341439497079
5897,2022,5,4,17,0,10.3,34.9,74,49,84,3.5,311.798529160742
5898,2022,5,4,18,0,8.7,45.6,19,0,19,2.9,45.4646529193578
5907,2022,5,5,3,0,3.5,47.5,8,0,8,2.6,3.46535204251545
5908,2022,5,5,4,0,5.1,73,29,0,29,3.1,87.4829620871419
5909,2022,5,5,5,0,7.7,19.5,93,327,196,4,363.444624937982
5910,2022,5,5,6,0,10,17.8,182,292,293,4.7,919.299243253145
5911,2022,5,5,7,0,11.8,22.5,251,235,380,4.8,1402.5678087886
5912,2022,5,5,8,0,13.5,28.4,336,141,418,4.8,1692.31127501242
5913,2022,5,5,9,0,14.8,60.2,264,0,264,5.1,1025.27842316881
5914,2022,5,5,10,0,15.5,64.6,251,0,251,5.3,970.480794417232
5915,2022,5,5,11,0,15.9,67.3,232,0,232,5.4,893.110070821358
5916,2022,5,5,12,0,15.8,44.5,377,0,377,5.1,1463.33727966213
5917,2022,5,5,13,0,15.6,34.3,372,48,401,4.9,1637.88988119025
5918,2022,5,5,14,0,15.2,18.3,256,309,418,4.6,2076.50004570955
5919,2022,5,5,15,0,14.8,3.9,116,610,378,4.2,2146.26292700476
5920,2022,5,5,16,0,14.3,0,71,611,263,3.8,1436.79525106292
5921,2022,5,5,17,0,13.3,20.6,75,161,111,3.4,413.312144108751
5922,2022,5,5,18,0,10.9,27.2,25,15,26,2.7,68.350686969405
5931,2022,5,6,3,0,3.6,12,18,5,19,0.5,43.4878964061905
5932,2022,5,6,4,0,5.4,23.9,82,22,84,0.6,307.19005208736
5933,2022,5,6,5,0,8,4.1,78,514,234,0.7,306.945967582596
5934,2022,5,6,6,0,10.5,0,78,723,379,1,800.419485119216
5935,2022,5,6,7,0,12.7,0,84,802,506,1.4,1705.23633877739
5936,2022,5,6,8,0,14.6,0,87,850,612,1.9,2524.52517203383
5937,2022,5,6,9,0,16.1,0,87,882,690,2.5,3179.44232643913
5938,2022,5,6,10,0,17.4,0,90,892,732,3,3611.81543333133
5939,2022,5,6,11,0,18.3,0,91,889,734,3.5,3813.4296114306
5940,2022,5,6,12,0,18.8,0,89,879,698,4,3796.33595105994
5941,2022,5,6,13,0,18.7,7.6,180,627,577,4.8,3084.7620496442
5942,2022,5,6,14,0,17.4,0.3,95,774,517,5.6,3001.91156491671
5943,2022,5,6,15,0,15.8,0,85,704,394,5.6,2285.21211755501
5944,2022,5,6,16,0,15,36,122,146,175,5.2,742.595130306723
5945,2022,5,6,17,0,13.8,61,50,0,50,5.1,165.722937824831
5955,2022,5,7,3,0,8,21.9,17,32,20,3.1,38.192606738697
5956,2022,5,7,4,0,8.5,52.2,49,0,49,2.9,166.712448977796
5957,2022,5,7,5,0,10.2,50.9,95,91,127,3.2,357.452722312878
5958,2022,5,7,6,0,12,0,87,695,378,3.7,820.81711752511
5959,2022,5,7,7,0,13,19.7,217,364,400,4.3,1485.4944177687
5960,2022,5,7,8,0,12.1,44.7,333,12,340,5.1,1347.4363785914
5961,2022,5,7,9,0,10.1,29.9,359,182,486,5.2,2061.68145193502
5962,2022,5,7,10,0,9.3,26.9,403,186,538,4.4,2344.4446067913
5963,2022,5,7,11,0,10,21.9,373,284,580,3.8,2671.16642274597
5964,2022,5,7,12,0,11.5,32,374,155,484,2.9,2130.46923473707
5965,2022,5,7,13,0,12.9,39.1,375,22,389,1.8,1551.22813388722
5966,2022,5,7,14,0,13.6,38.2,268,115,327,1,1446.65708195836
5967,2022,5,7,15,0,13.6,7.1,136,567,382,1.3,2094.81915838707
5968,2022,5,7,16,0,13.4,10.7,113,416,251,1.4,1231.64134774111
5969,2022,5,7,17,0,12.4,20.6,90,128,119,1.3,446.460339227203
5970,2022,5,7,18,0,10.1,36.1,27,0,27,1.1,76.5425695515968
5979,2022,5,8,3,0,1.7,4,18,114,28,1.4,45.3763427726429
5980,2022,5,8,4,0,3.4,3.6,52,416,128,1.1,194.258153605065
5981,2022,5,8,5,0,5.7,0,62,676,266,1.5,250.4884146425
5982,2022,5,8,6,0,7.7,0,72,785,404,1.9,845.567227708622
5983,2022,5,8,7,0,9.2,0,79,849,532,2.4,1810.7722246717
5984,2022,5,8,8,0,10.2,0,84,889,639,2.7,2679.86684624651
5985,2022,5,8,9,0,11.3,0,86,914,717,2.4,3345.42717317929
5986,2022,5,8,10,0,12.5,0,89,923,759,2,3767.28716957424
5987,2022,5,8,11,0,13.3,0,91,920,762,1.8,3955.89857431879
5988,2022,5,8,12,0,13.6,0,93,903,725,1.7,3913.8041170519
5989,2022,5,8,13,0,13.8,0,94,871,651,1.6,3632.61513532531
5990,2022,5,8,14,0,13.8,0,94,818,546,1.4,3111.40936310819
5991,2022,5,8,15,0,13.5,0,86,749,420,1.1,2387.66401334298
5992,2022,5,8,16,0,12.9,0,71,657,284,0.8,1526.34811498881
5993,2022,5,8,17,0,11.6,0,51,503,152,0.4,635.833992708503
5994,2022,5,8,18,0,9,22.3,26,98,38,1.6,74.6842376109931
6003,2022,5,9,3,0,3.5,41.3,18,0,18,1.7,43.4090931379428
6004,2022,5,9,4,0,5,36.6,70,0,70,1.9,257.595587197493
6005,2022,5,9,5,0,7.6,41.7,141,0,141,2.4,548.909805288656
6006,2022,5,9,6,0,10,11.5,159,390,333,3.1,907.434101558622
6007,2022,5,9,7,0,11.8,0.9,144,648,494,3.6,1706.44473886038
6008,2022,5,9,8,0,13.2,0,144,738,608,4,2507.39000318532
6009,2022,5,9,9,0,14.7,0,124,825,697,4.3,3199.62174806459
6010,2022,5,9,10,0,16.1,0,118,856,743,4.8,3657.31871426123
6011,2022,5,9,11,0,16.9,0,117,861,748,5.2,3875.22608954285
6012,2022,5,9,12,0,17.1,0,113,856,714,5.5,3865.86569352584
6013,2022,5,9,13,0,16.8,0,104,837,642,5.8,3608.39234204924
6014,2022,5,9,14,0,16.3,0,94,801,539,5.9,3107.00441393482
6015,2022,5,9,15,0,15.6,4.2,114,634,399,5.8,2214.30875045041
6016,2022,5,9,16,0,14.8,29.7,105,286,209,5.2,953.434080843094
6017,2022,5,9,17,0,13.7,40.7,66,103,90,4.4,325.730717692893
6018,2022,5,9,18,0,12.2,82.9,11,0,11,4.2,13.3290960600091
6027,2022,5,10,3,0,9.1,71.9,12,0,12,4.1,17.9056842571343
6028,2022,5,10,4,0,9.3,83,19,0,19,3.9,45.2432420761331
6029,2022,5,10,5,0,9.7,88.2,30,0,30,3.6,88.8180850153157
6030,2022,5,10,6,0,10.7,78.3,81,0,81,4.1,295.141398431632
6031,2022,5,10,7,0,12.1,71.9,139,0,139,4.8,530.009853332191
6032,2022,5,10,8,0,13.2,77.3,135,0,135,5,510.914658800779
6033,2022,5,10,9,0,12.8,75.5,162,0,162,5.3,622.184706451719
6034,2022,5,10,10,0,11.6,77.1,160,0,160,5.5,617.798534581615
6035,2022,5,10,11,0,11,73.8,183,0,183,5.6,714.141623666066
6036,2022,5,10,12,0,10.9,74.8,165,0,165,5.8,640.671992543334
6037,2022,5,10,13,0,11.2,78.2,129,0,129,6.2,491.909426185331
6038,2022,5,10,14,0,11.5,77.8,111,0,111,6.8,417.393602503873
6039,2022,5,10,15,0,11.4,75,95,0,95,6.6,351.836088872746
6040,2022,5,10,16,0,11,68.2,81,0,81,5.7,294.944271107094
6041,2022,5,10,17,0,10.8,54.2,68,0,68,5.3,241.985951145723
6042,2022,5,10,18,0,10.6,76.5,14,0,14,5.1,25.2571035004844
6051,2022,5,11,3,0,6.6,11.1,24,80,32,5.3,67.4397574356002
6052,2022,5,11,4,0,7.5,19.8,89,99,108,5.4,336.253278670277
6053,2022,5,11,5,0,9.2,45.2,98,130,134,5.3,372.785170874956
6054,2022,5,11,6,0,11,62.1,151,0,151,5.6,582.673919645345
6055,2022,5,11,7,0,12.7,56.5,226,0,226,6.1,883.548258557788
6056,2022,5,11,8,0,13.8,52.8,291,0,291,6.2,1140.12332470896
6057,2022,5,11,9,0,14.5,65.6,236,0,236,6.4,916.528604927107
6058,2022,5,11,10,0,14.7,65.1,252,0,252,6.9,980.549825682028
6059,2022,5,11,11,0,14.3,49.6,365,0,365,6.9,1432.30892313492
6060,2022,5,11,12,0,13.3,77.2,158,0,158,6.4,605.037926045029
6061,2022,5,11,13,0,12,74.1,162,0,162,6.2,625.205314494714
6062,2022,5,11,14,0,10.5,43,201,172,296,5.4,1427.50097409675
6063,2022,5,11,15,0,9.7,53.1,196,0,196,4.6,771.27227833454
6064,2022,5,11,16,0,9.9,56,125,0,125,4.5,477.895707744567
6065,2022,5,11,17,0,10.1,61.4,60,0,60,4.6,210.104903344394
6066,2022,5,11,18,0,9.4,54.6,23,0,23,4.8,61.0581324474259
6075,2022,5,12,3,0,6.5,8.3,24,111,36,5.2,68.0054025413177
6076,2022,5,12,4,0,7.6,0,47,486,141,5.2,171.909279184359
6077,2022,5,12,5,0,9,0,60,673,274,5.4,239.694563576123
6078,2022,5,12,6,0,10.7,0,67,784,410,5.6,840.788965758333
6079,2022,5,12,7,0,12.5,0,72,848,537,5.7,1792.2091026183
6080,2022,5,12,8,0,14,0,78,882,641,5.5,2642.66717123246
6081,2022,5,12,9,0,15.2,6.6,173,706,666,5.4,3023.12566983069
6082,2022,5,12,10,0,16.1,28.4,413,172,540,5.4,2266.02729423846
6083,2022,5,12,11,0,16.6,35.9,418,88,483,5.7,1986.34480300028
6084,2022,5,12,12,0,16.3,50.6,345,18,358,6,1416.44140143493
6085,2022,5,12,13,0,15.9,55.1,227,90,285,6.1,1248.17998019285
6086,2022,5,12,14,0,15.7,36.3,314,59,347,5.9,1431.98148393678
6087,2022,5,12,15,0,15.4,49.2,214,0,214,5.5,823.356762926986
6088,2022,5,12,16,0,14.6,35.8,166,47,179,5.6,726.622105548339
6089,2022,5,12,17,0,13.1,4.8,75,339,147,5.5,589.070963921839
6090,2022,5,12,18,0,11.3,18.5,38,31,43,4.8,120.476756814675
6099,2022,5,13,3,0,5.6,14.3,22,135,37,3,60.7004370914548
6100,2022,5,13,4,0,6.8,0,52,448,141,3.3,192.553781727054
6101,2022,5,13,5,0,8.5,0,70,628,271,3.8,279.709157614574
6102,2022,5,13,6,0,10.3,0,84,727,405,4.2,871.127457291521
6103,2022,5,13,7,0,12,0,98,780,527,4.7,1776.51291325815
6104,2022,5,13,8,0,13.2,2.1,137,748,616,5.5,2533.20510481183
6105,2022,5,13,9,0,13.9,40.6,338,114,416,6.3,1723.22525429212
6106,2022,5,13,10,0,14.2,39.7,426,29,448,6.6,1786.27587003139
