Year,Month,Day,Hour,Minute,Temp,DHI,DNI,GHI,WindVel,Output_Power
2021,11,28,23,0,-4.9,0,0,0,2.1,25.07
2021,11,29,0,0,-5.2,0,0,0,2,24.86
2021,11,29,1,0,-5.4,0,0,0,1.9,25.02
2021,11,29,2,0,-5.6,0,0,0,1.8,25.18
2021,11,29,3,0,-5.6,0,0,0,1.7,25.01
2021,11,29,4,0,-5.4,0,0,0,1.5,24.39
2021,11,29,5,0,-5.3,0,0,0,1.4,24.57
2021,11,29,6,0,-5.5,0,0,0,1.5,24.36
2021,11,29,7,0,-5.8,1,10,2,1.5,93.74
2021,11,29,8,0,-5.6,26,92,34,1.3,385.44
2021,11,29,9,0,-5,53,0,53,1,732.68
2021,11,29,10,0,-4.4,81,0,81,0.9,1054.19
2021,11,29,11,0,-4.1,76,0,76,0.8,3455.5
2021,11,29,12,0,-4.2,53,203,76,0.7,4283.71
2021,11,29,13,0,-4.9,22,95,30,0.6,774.91
2021,11,29,14,0,-5.6,0,0,0,0.3,107.9
2021,11,29,15,0,-5.7,0,0,0,0.5,24.77
2021,11,29,16,0,-5.6,0,0,0,0.8,24.24
2021,11,29,17,0,-5.7,0,0,0,0.9,24.21
2021,11,29,18,0,-5.8,0,0,0,1.1,24.37
2021,11,29,19,0,-6.1,0,0,0,1.3,24.45
2021,11,29,20,0,-6.5,0,0,0,1.3,24.4
2021,11,29,21,0,-6.5,0,0,0,1.2,24.29
2021,11,29,22,0,-6.3,0,0,0,1.5,24.65
2021,11,29,23,0,-6.1,0,0,0,1.6,24.74
2021,11,30,0,0,-5.8,0,0,0,1.7,24.22
2021,11,30,1,0,-5.6,0,0,0,1.9,23.84
2021,11,30,2,0,-5.4,0,0,0,2.1,24.22
2021,11,30,3,0,-5.2,0,0,0,2.4,24.39
2021,11,30,4,0,-5.1,0,0,0,2.4,24.15
2021,11,30,5,0,-5.2,0,0,0,2.4,24.02
2021,11,30,6,0,-5.2,0,0,0,2.8,24.21
2021,11,30,7,0,-5.3,1,0,1,3.1,99.79
2021,11,30,8,0,-5.3,29,0,29,2.6,996.44
2021,11,30,9,0,-5.1,38,0,38,2.3,1239.46
2021,11,30,10,0,-4.8,46,0,46,2,1283.34
2021,11,30,11,0,-4.5,50,0,50,1.6,1289.9
2021,11,30,12,0,-4.4,45,63,51,1.2,793.08
2021,11,30,13,0,-4.6,21,56,26,1,418.81
2021,11,30,14,0,-5,0,0,0,1,91.24
2021,11,30,15,0,-5.1,0,0,0,1.1,24.64
2021,11,30,16,0,-5.4,0,0,0,1.1,24.6
2021,11,30,17,0,-5.7,0,0,0,1.4,24.24
2021,11,30,18,0,-5.9,0,0,0,1.7,24.12
2021,11,30,19,0,-6,0,0,0,1.7,24.14
2021,11,30,20,0,-6.1,0,0,0,1.7,24.2
2021,11,30,21,0,-6.2,0,0,0,1.7,24.57
2021,11,30,22,0,-6.3,0,0,0,1.4,24.64
2021,11,30,23,0,-6.4,0,0,0,1.3,24.78
2021,12,1,0,0,-6.5,0,0,0,1.1,25.18
2021,12,1,1,0,-6.5,0,0,0,0.9,24.73
2021,12,1,2,0,-6.5,0,0,0,0.5,25.02
2021,12,1,3,0,-6.5,0,0,0,0.1,24.58
2021,12,1,4,0,-6.4,0,0,0,0.4,24.36
2021,12,1,5,0,-6.4,0,0,0,0.3,24.68
2021,12,1,6,0,-6.5,0,0,0,0.3,24.38
2021,12,1,7,0,-6.5,1,0,1,0.7,72.04
2021,12,1,8,0,-6.3,27,0,27,0.7,272.88
2021,12,1,9,0,-5.9,51,0,51,0.9,372.7
2021,12,1,10,0,-5.4,52,0,52,1,536.29
2021,12,1,11,0,-5.1,44,0,44,1.2,524.27
2021,12,1,12,0,-5.1,38,0,38,1.2,400.86
2021,12,1,13,0,-5.3,12,0,12,1.4,246.64
2021,12,1,14,0,-5.5,0,0,0,1.6,42.32
2021,12,1,15,0,-5.5,0,0,0,1.7,24.44
2021,12,1,16,0,-5.5,0,0,0,1.9,24.53
2021,12,1,17,0,-5.4,0,0,0,2.2,24.56
2021,12,1,18,0,-5.4,0,0,0,2.3,24.48
2021,12,1,19,0,-5.3,0,0,0,2.5,24.24
2021,12,1,20,0,-5.3,0,0,0,2.6,24.24
2021,12,1,21,0,-5.3,0,0,0,2.6,24.1
2021,12,1,22,0,-5.2,0,0,0,2.6,24.05
2021,12,1,23,0,-5.2,0,0,0,2.9,24
2021,12,2,0,0,-5.2,0,0,0,3,24.04
2021,12,2,1,0,-5.4,0,0,0,3.1,23.97
2021,12,2,2,0,-5.5,0,0,0,2.8,23.97
2021,12,2,3,0,-5.5,0,0,0,2.7,24.06
2021,12,2,4,0,-5.5,0,0,0,2.9,24.13
2021,12,2,5,0,-5.7,0,0,0,2.7,24.08
2021,12,2,6,0,-6.2,0,0,0,2.5,24.26
2021,12,2,7,0,-6.5,1,5,1,2.2,84.18
2021,12,2,8,0,-6.4,17,227,37,2,306.08
2021,12,2,9,0,-5.8,27,555,92,1.7,690.31
2021,12,2,10,0,-5.1,35,579,120,1,3794.27
2021,12,2,11,0,-4.7,34,589,119,0.6,6651.08
2021,12,2,12,0,-4.8,35,426,83,0.5,2989.53
2021,12,2,13,0,-5.3,16,189,32,0.6,507.42
2021,12,2,14,0,-5.8,1,0,1,0.4,123.83
2021,12,2,15,0,-5.9,0,0,0,0.7,24.93
2021,12,2,16,0,-5.9,0,0,0,0.6,25.23
2021,12,2,17,0,-6,0,0,0,0.1,25.19
2021,12,2,18,0,-6,0,0,0,0.3,25.11
2021,12,2,19,0,-6,0,0,0,0.4,24.87
2021,12,2,20,0,-6.1,0,0,0,0.6,24.71
2021,12,2,21,0,-6.1,0,0,0,0.7,24.18
2021,12,2,22,0,-6.1,0,0,0,0.8,24.35
2021,12,2,23,0,-6.2,0,0,0,1,24.69
2021,12,3,0,0,-6.4,0,0,0,1.5,24.66
2021,12,3,1,0,-6.6,0,0,0,2.1,24.52
2021,12,3,2,0,-6.8,0,0,0,2.1,24.41
2021,12,3,3,0,-7.1,0,0,0,1.9,24.51
2021,12,3,4,0,-7.2,0,0,0,1.8,24.47
2021,12,3,5,0,-7.3,0,0,0,1.8,24.43
2021,12,3,6,0,-7.5,0,0,0,1.7,23.9
2021,12,3,7,0,-7.7,0,0,0,1.4,23.93
2021,12,3,8,0,-7.7,18,25,20,1.4,141.34
2021,12,3,9,0,-7.4,50,0,50,1.4,228.04
2021,12,3,10,0,-7,58,0,58,1.5,249.38
2021,12,3,11,0,-6.9,65,24,68,1.7,460.35
2021,12,3,12,0,-7,55,58,63,1.8,204.12
2021,12,3,13,0,-7.4,12,0,12,1.8,67.39
2021,12,3,14,0,-7.8,0,0,0,1.9,23.66
2021,12,3,15,0,-7.6,0,0,0,2,23.91
2021,12,3,16,0,-7.3,0,0,0,2.3,23.61
2021,12,3,17,0,-7.3,0,0,0,2.7,23.85
2021,12,3,18,0,-7.2,0,0,0,2.9,24
2021,12,3,19,0,-7.1,0,0,0,3.1,24.03
2021,12,3,20,0,-7,0,0,0,3.2,23.9
2021,12,3,21,0,-7,0,0,0,3.4,24.06
2021,12,3,22,0,-7,0,0,0,3.3,24.51
2021,12,3,23,0,-7.3,0,0,0,3.2,24.49
2021,12,4,0,0,-7.5,0,0,0,3.1,24.48
2021,12,4,1,0,-7.4,0,0,0,3.1,24.03
2021,12,4,2,0,-7.3,0,0,0,3,24.09
2021,12,4,3,0,-7.2,0,0,0,2.9,23.99
2021,12,4,4,0,-7.1,0,0,0,2.9,24.31
2021,12,4,5,0,-7,0,0,0,2.8,24.21
2021,12,4,6,0,-6.9,0,0,0,2.9,24.12
2021,12,4,7,0,-7.1,0,0,0,2.8,61.54
2021,12,4,8,0,-7,14,0,14,2.7,204.57
2021,12,4,9,0,-6.5,42,1,42,3.2,467.17
2021,12,4,10,0,-6.1,63,2,63,3.3,685.83
2021,12,4,11,0,-5.8,63,0,63,3.1,940.87
2021,12,4,12,0,-5.7,57,34,60,3.1,770.22
2021,12,4,13,0,-6,15,175,30,3,214.51
2021,12,4,14,0,-6.4,0,1,0,3,26.34
2021,12,4,15,0,-6.7,0,0,0,3.1,24.44
2021,12,4,16,0,-6.9,0,0,0,3,24.62
2021,12,4,17,0,-7.2,0,0,0,2.9,24.73
2021,12,4,18,0,-7.4,0,0,0,2.7,24.69
2021,12,4,19,0,-7.4,0,0,0,2.4,24.58
2021,12,4,20,0,-7.5,0,0,0,2.3,24.36
2021,12,4,21,0,-7.4,0,0,0,2.6,24.4
2021,12,4,22,0,-7.4,0,0,0,3.1,24.18
2021,12,4,23,0,-7.4,0,0,0,3.2,24.74
2021,12,5,0,0,-7.5,0,0,0,3.1,24.67
2021,12,5,1,0,-7.6,0,0,0,3.2,24.17
2021,12,5,2,0,-7.7,0,0,0,3.4,24.12
2021,12,5,3,0,-7.9,0,0,0,3.6,24.32
2021,12,5,4,0,-8,0,0,0,3.6,24.32
2021,12,5,5,0,-8.1,0,0,0,3.6,24.69
2021,12,5,6,0,-8.2,0,0,0,3.4,24.58
2021,12,5,7,0,-8.4,0,0,0,3.1,27.12
2021,12,5,8,0,-8.4,17,0,17,3.1,166.45
2021,12,5,9,0,-8.1,32,0,32,3.2,299.87
2021,12,5,10,0,-7.8,49,0,49,3.4,543.78
2021,12,5,11,0,-7.7,43,0,43,3.4,671.43
2021,12,5,12,0,-7.9,22,0,22,3.4,523.29
2021,12,5,13,0,-8.4,13,0,13,3.4,245.11
2021,12,5,14,0,-8.9,0,0,0,3.1,26.3
2021,12,5,15,0,-9.2,0,0,0,2.9,24.06
2021,12,5,16,0,-9.5,0,0,0,2.8,24.09
2021,12,5,17,0,-9.7,0,0,0,2.6,23.94
2021,12,5,18,0,-9.8,0,0,0,2.6,24
2021,12,5,19,0,-10,0,0,0,2.5,24.18
2021,12,5,20,0,-10.2,0,0,0,2.2,23.86
2021,12,5,21,0,-10.4,0,0,0,2.2,23.85
2021,12,5,22,0,-10.7,0,0,0,2,24.18
2021,12,5,23,0,-10.9,0,0,0,1.6,24.8
2021,12,6,0,0,-11.2,0,0,0,1.5,24.47
2021,12,6,1,0,-11.4,0,0,0,1.6,24.27
2021,12,6,2,0,-11.5,0,0,0,1.7,24.34
2021,12,6,3,0,-11.6,0,0,0,1.7,24.35
2021,12,6,4,0,-11.7,0,0,0,1.7,24.44
2021,12,6,5,0,-11.9,0,0,0,1.6,24.06
2021,12,6,6,0,-12.1,0,0,0,1.4,23.87
2021,12,6,7,0,-12.2,0,1,0,1.5,31.19
2021,12,6,8,0,-12,16,92,24,1.4,302.69
2021,12,6,9,0,-11.4,40,0,40,1.5,587.56
2021,12,6,10,0,-10.8,63,79,74,1.6,1590.61
2021,12,6,11,0,-10.4,56,0,56,1.7,654.7
2021,12,6,12,0,-10.5,49,0,49,1.6,315.17
2021,12,6,13,0,-10.9,20,5,20,1.6,196.08
2021,12,6,14,0,-11.2,0,0,0,1.7,64.35
2021,12,6,15,0,-11.4,0,0,0,2,25
2021,12,6,16,0,-11.8,0,0,0,2.1,24.9
2021,12,6,17,0,-12,0,0,0,1.9,24.61
2021,12,6,18,0,-12.1,0,0,0,1.7,24.68
2021,12,6,19,0,-12.2,0,0,0,1.6,24.3
2021,12,6,20,0,-12.2,0,0,0,1.7,24.11
2021,12,6,21,0,-12.2,0,0,0,1.7,23.74
2021,12,6,22,0,-12.2,0,0,0,1.7,23.86
2021,12,6,23,0,-12.2,0,0,0,1.8,24.22
2021,12,7,0,0,-12.2,0,0,0,1.7,24.31
2021,12,7,1,0,-12.3,0,0,0,1.6,24.33
2021,12,7,2,0,-12.4,0,0,0,1.6,24.38
2021,12,7,3,0,-12.3,0,0,0,1.7,24.4
2021,12,7,4,0,-12.3,0,0,0,1.7,24.22
2021,12,7,5,0,-12.1,0,0,0,1.7,23.99
2021,12,7,6,0,-11.9,0,0,0,1.6,23.95
2021,12,7,7,0,-11.8,0,0,0,1.6,63.6
2021,12,7,8,0,-11.6,7,0,7,1.7,172.27
2021,12,7,9,0,-11,23,0,23,1.8,226.65
2021,12,7,10,0,-10.3,33,0,33,1.7,259.22
2021,12,7,11,0,-9.8,28,0,28,1.7,304.21
2021,12,7,12,0,-9.7,35,0,35,1.8,257.19
2021,12,7,13,0,-9.8,12,0,12,1.9,136.88
2021,12,7,14,0,-10,0,0,0,2,25.17
2021,12,7,15,0,-9.8,0,0,0,2.1,25.25
2021,12,7,16,0,-9.5,0,0,0,2,24.97
2021,12,7,17,0,-9.4,0,0,0,2.2,25.15
2021,12,7,18,0,-9.3,0,0,0,2.7,25.12
2021,12,7,19,0,-9.1,0,0,0,3,24.93
2021,12,7,20,0,-8.9,0,0,0,3,25
2021,12,7,21,0,-8.7,0,0,0,2.9,24.8
2021,12,7,22,0,-8.4,0,0,0,3,24.32
2021,12,7,23,0,-8.1,0,0,0,2.8,24.2
2021,12,8,0,0,-7.7,0,0,0,2.9,24.35
2021,12,8,1,0,-7.2,0,0,0,3,24.69
2021,12,8,2,0,-6.7,0,0,0,3,24.94
2021,12,8,3,0,-6.2,0,0,0,3.1,25.14
2021,12,8,4,0,-5.8,0,0,0,3.5,24.97
2021,12,8,5,0,-5.5,0,0,0,3.7,24.57
2021,12,8,6,0,-5.3,0,0,0,3.8,24.76
2021,12,8,7,0,-5.1,0,0,0,3.8,25.3
2021,12,8,8,0,-5,3,0,3,3.8,24.6
2021,12,8,9,0,-4.9,17,0,17,3.9,24.34
2021,12,8,10,0,-4.6,18,0,18,4,24.44
2021,12,8,11,0,-4,41,0,41,4,24.51
2021,12,8,12,0,-3.3,31,0,31,3.7,24.76
2021,12,8,13,0,-3,5,0,5,3.5,24.85
2021,12,8,14,0,-2.8,0,0,0,3.8,24.97
2021,12,8,15,0,-2.6,0,0,0,4,24.88
2021,12,8,16,0,-2.4,0,0,0,4.2,25.05
2021,12,8,17,0,-2.2,0,0,0,4.1,25.02
2021,12,8,18,0,-2,0,0,0,4,25.08
2021,12,8,19,0,-1.9,0,0,0,3.7,25.01
2021,12,8,20,0,-1.8,0,0,0,3.6,24.53
2021,12,8,21,0,-1.9,0,0,0,3.3,24.85
2021,12,8,22,0,-2,0,0,0,3.2,24.9
2021,12,8,23,0,-2,0,0,0,3.2,25.07
2021,12,9,0,0,-2.1,0,0,0,3,24.84
2021,12,9,1,0,-2.1,0,0,0,2.9,24.45
2021,12,9,2,0,-2.1,0,0,0,3,24.45
2021,12,9,3,0,-2.1,0,0,0,3.1,24.99
2021,12,9,4,0,-2.3,0,0,0,3,24.53
2021,12,9,5,0,-2.2,0,0,0,2.9,24.48
2021,12,9,6,0,-2.1,0,0,0,3.1,24.87
2021,12,9,7,0,-2,0,0,0,3.1,24.8
2021,12,9,8,0,-1.8,2,0,2,3.1,47.54
2021,12,9,9,0,-1.5,18,0,18,3.3,83.25
2021,12,9,10,0,-1.3,29,0,29,3.5,86.21
2021,12,9,11,0,-1.2,25,0,25,3.6,173.81
2021,12,9,12,0,-1.1,22,0,22,3.6,135.02
2021,12,9,13,0,-1.3,4,0,4,3.7,65.95
2021,12,9,14,0,-1.7,0,0,0,3.9,24.66
2021,12,9,15,0,-2.1,0,0,0,3.9,24.67
2021,12,9,16,0,-2.3,0,0,0,3.7,24.55
2021,12,9,17,0,-2.3,0,0,0,3.6,24.29
2021,12,9,18,0,-2.6,0,0,0,3.6,24.16
2021,12,9,19,0,-2.8,0,0,0,3.4,24.09
2021,12,9,20,0,-2.9,0,0,0,3.2,23.98
2021,12,9,21,0,-2.7,0,0,0,3,24.22
2021,12,9,22,0,-2.7,0,0,0,2.8,24.12
2021,12,9,23,0,-2.8,0,0,0,2.6,24.08
2021,12,10,0,0,-3,0,0,0,2.5,24.39
2021,12,10,1,0,-2.9,0,0,0,2.3,24.32
2021,12,10,2,0,-2.7,0,0,0,2,24.49
2021,12,10,3,0,-2.5,0,0,0,1.8,24.3
2021,12,10,4,0,-2.4,0,0,0,1.7,24.31
2021,12,10,5,0,-2.2,0,0,0,1.7,24.4
2021,12,10,6,0,-1.9,0,0,0,1.7,24.46
2021,12,10,7,0,-1.7,0,0,0,1.6,24.1
2021,12,10,8,0,-1.6,3,0,3,1.6,24.08
2021,12,10,9,0,-1.4,22,0,22,1.9,60.82
2021,12,10,10,0,-1.1,22,0,22,2.1,88.44
2021,12,10,11,0,-0.8,29,0,29,2.2,47.67
2021,12,10,12,0,-0.6,28,0,28,2.4,30.65
2021,12,10,13,0,-0.6,7,0,7,2.5,25.13
2021,12,10,14,0,-0.6,0,0,0,2.6,24.87
2021,12,10,15,0,-0.4,0,0,0,2.8,25.05
2021,12,10,16,0,-0.3,0,0,0,3,25.28
2021,12,10,17,0,-0.2,0,0,0,3.1,25.12
2021,12,10,18,0,-0.2,0,0,0,3.1,25.41
2021,12,10,19,0,-0.1,0,0,0,3.1,25.1
2021,12,10,20,0,-0.1,0,0,0,3.1,24.97
2021,12,10,21,0,0,0,0,0,3.1,24.98
2021,12,10,22,0,0.1,0,0,0,3.1,24.82
2021,12,10,23,0,0.2,0,0,0,3,25.26
2021,12,11,0,0,0.3,0,0,0,3.1,25.23
2021,12,11,1,0,0.3,0,0,0,2.8,25.38
2021,12,11,2,0,0.4,0,0,0,2.6,25.23
2021,12,11,3,0,0.3,0,0,0,2.4,24.99
2021,12,11,4,0,0.2,0,0,0,2,25.15
2021,12,11,5,0,0.2,0,0,0,1.8,25.43
2021,12,11,6,0,0.2,0,0,0,1.6,25.49
2021,12,11,7,0,0.1,0,0,0,1.4,25.15
2021,12,11,8,0,0.1,4,0,4,1.2,91.48
2021,12,11,9,0,0,3,0,3,0.8,188.81
2021,12,11,10,0,0,10,0,10,0.6,293.83
2021,12,11,11,0,0.1,18,0,18,0.2,241.45
2021,12,11,12,0,0,18,0,18,0.4,206.05
2021,12,11,13,0,-0.1,8,0,8,0.5,125.76
2021,12,11,14,0,-0.3,0,0,0,1,25.96
2021,12,11,15,0,-0.4,0,0,0,1.3,24.82
2021,12,11,16,0,-0.5,0,0,0,1.3,25.01
2021,12,11,17,0,-0.4,0,0,0,1.4,25.37
2021,12,11,18,0,-0.3,0,0,0,1.6,25.42
2021,12,11,19,0,-0.1,0,0,0,1.7,25.27
2021,12,11,20,0,-0.1,0,0,0,1.5,25.2
2021,12,11,21,0,-0.5,0,0,0,1.2,25.29
2021,12,11,22,0,-1,0,0,0,0.9,25.17
2021,12,11,23,0,-1.2,0,0,0,0.8,25.07
2021,12,12,0,0,-1.3,0,0,0,0.9,25.13
2021,12,12,1,0,-1.9,0,0,0,1,24.69
2021,12,12,2,0,-2.8,0,0,0,0.8,24.49
2021,12,12,3,0,-2.5,0,0,0,0.9,24.53
2021,12,12,4,0,-1.6,0,0,0,1.2,24.63
2021,12,12,5,0,-1.1,0,0,0,1.6,24.58
2021,12,12,6,0,-1.2,0,0,0,1.6,24.85
2021,12,12,7,0,-1.9,0,0,0,1.5,57.88
2021,12,12,8,0,-2.5,5,0,5,1.4,221.89
2021,12,12,9,0,-2.4,29,0,29,1.4,423.31
2021,12,12,10,0,-2,42,91,53,1.4,1185.26
2021,12,12,11,0,-1.7,37,0,37,1.3,1077.5
2021,12,12,12,0,-1.9,32,0,32,1.3,524.93
2021,12,12,13,0,-2.7,8,0,8,1.1,170.47
2021,12,12,14,0,-3.6,0,0,0,1.2,25.87
2021,12,12,15,0,-2.9,0,0,0,1.5,24.43
2021,12,12,16,0,-1.5,0,0,0,1.6,24.43
2021,12,12,17,0,-1.3,0,0,0,1.6,24.6
2021,12,12,18,0,-1.3,0,0,0,1.6,24.72
2021,12,12,19,0,-1.1,0,0,0,1.6,24.6
2021,12,12,20,0,-0.7,0,0,0,1.8,24.48
2021,12,12,21,0,-0.3,0,0,0,2,24.81
2021,12,12,22,0,0.1,0,0,0,2.1,24.51
2021,12,12,23,0,0.4,0,0,0,1.9,24.98
2021,12,13,0,0,0.5,0,0,0,1.6,25.11
2021,12,13,1,0,0.5,0,0,0,1.6,25.04
2021,12,13,2,0,0.5,0,0,0,1.6,24.81
2021,12,13,3,0,0.6,0,0,0,1.7,24.53
2021,12,13,4,0,0.7,0,0,0,1.9,24.62
2021,12,13,5,0,0.8,0,0,0,2,24.97
2021,12,13,6,0,0.8,0,0,0,2.2,24.84
2021,12,13,7,0,0.7,0,0,0,2.3,30.18
2021,12,13,8,0,0.7,5,0,5,2.3,236.55
2021,12,13,9,0,0.9,18,0,18,2.5,392.17
2021,12,13,10,0,1.3,25,0,25,2.7,517.36
2021,12,13,11,0,1.3,19,0,19,2.6,441.75
2021,12,13,12,0,1.2,17,0,17,2.4,309.53
2021,12,13,13,0,1.1,3,0,3,2.3,165.75
2021,12,13,14,0,1.2,0,0,0,2.5,26.24
2021,12,13,15,0,1.5,0,0,0,2.8,25.64
2021,12,13,16,0,2.1,0,0,0,2.8,25.21
2021,12,13,17,0,2.5,0,0,0,2.8,25.11
2021,12,13,18,0,2.9,0,0,0,2.9,25.33
2021,12,13,19,0,3.2,0,0,0,2.8,24.87
2021,12,13,20,0,3.6,0,0,0,2.9,25.5
2021,12,13,21,0,4.1,0,0,0,3.5,25.49
2021,12,13,22,0,4.1,0,0,0,3.7,25.45
2021,12,13,23,0,3.4,0,0,0,3.4,25.68
2021,12,14,0,0,2.4,0,0,0,2.9,25.62
2021,12,14,1,0,1.6,0,0,0,2.5,25.64
2021,12,14,2,0,1.4,0,0,0,2.7,25.64
2021,12,14,3,0,1.3,0,0,0,2.8,25.35
2021,12,14,4,0,0.8,0,0,0,2.6,24.92
2021,12,14,5,0,0.1,0,0,0,2.5,25.19
2021,12,14,6,0,-0.5,0,0,0,2.3,25.5
2021,12,14,7,0,-0.9,0,0,0,2.2,55.65
2021,12,14,8,0,-0.8,12,0,12,2.4,297.36
2021,12,14,9,0,-0.4,42,69,49,2.2,628.88
2021,12,14,10,0,0.1,49,266,81,1.9,1762.68
2021,12,14,11,0,0.3,54,207,79,2,3064.43
2021,12,14,12,0,0.3,32,275,60,2.3,1144.5
2021,12,14,13,0,0.1,10,0,10,2.5,414.67
2021,12,14,14,0,0,0,0,0,2.7,51.69
2021,12,14,15,0,0.7,0,0,0,3.7,25.19
2021,12,14,16,0,1.9,0,0,0,4.7,25.35
2021,12,14,17,0,2.5,0,0,0,5,25.36
2021,12,14,18,0,2.8,0,0,0,5.1,24.91
2021,12,14,19,0,3.5,0,0,0,5.7,24.85
2021,12,14,20,0,4.4,0,0,0,6,24.49
2021,12,14,21,0,4.8,0,0,0,6.3,24.64
2021,12,14,22,0,5,0,0,0,6.5,25.11
2021,12,14,23,0,5.3,0,0,0,6.5,25.17
2021,12,15,0,0,5.5,0,0,0,6.6,25.44
2021,12,15,1,0,5.5,0,0,0,6.6,25.06
2021,12,15,2,0,5.5,0,0,0,6.5,25.1
2021,12,15,3,0,5.6,0,0,0,6.2,25.2
2021,12,15,4,0,5.7,0,0,0,6.1,25.25
2021,12,15,5,0,5.8,0,0,0,6.1,25.2
2021,12,15,6,0,5.9,0,0,0,6,25.37
2021,12,15,7,0,5.9,0,0,0,6,42.43
2021,12,15,8,0,5.9,7,4,7,5.9,313.31
2021,12,15,9,0,6.1,18,0,18,6,696.06
2021,12,15,10,0,6.3,31,0,31,5.9,1076.38
2021,12,15,11,0,6.2,29,0,29,5.6,1114.23
2021,12,15,12,0,6,30,89,38,5.2,779.26
2021,12,15,13,0,5.6,6,0,6,4.7,292.14
2021,12,15,14,0,5.2,0,0,0,4.6,97.58
2021,12,15,15,0,5.2,0,0,0,4.9,26.44
2021,12,15,16,0,5.5,0,0,0,5.4,26.74
2021,12,15,17,0,5.6,0,0,0,5.6,26.76
2021,12,15,18,0,5.4,0,0,0,5.3,26.38
2021,12,15,19,0,5.4,0,0,0,5.5,26.27
2021,12,15,20,0,5.2,0,0,0,5.5,26.03
2021,12,15,21,0,4.9,0,0,0,5.4,26.2
2021,12,15,22,0,4.8,0,0,0,5.5,26.42
2021,12,15,23,0,4.4,0,0,0,5.3,26.74
2021,12,16,0,0,4.1,0,0,0,5.2,26.55
2021,12,16,1,0,4,0,0,0,5.1,26.27
2021,12,16,2,0,3.7,0,0,0,4.7,26.52
2021,12,16,3,0,3.4,0,0,0,4.6,26.71
2021,12,16,4,0,3.2,0,0,0,4.7,26.56
2021,12,16,5,0,3.7,0,0,0,5,26.47
2021,12,16,6,0,4.5,0,0,0,5.6,26.55
2021,12,16,7,0,4.8,0,0,0,6.1,57.72
2021,12,16,8,0,4.7,7,87,15,6.1,284.24
2021,12,16,9,0,4.6,21,436,62,5.6,531.01
2021,12,16,10,0,4.6,27,564,94,4.9,1416.81
2021,12,16,11,0,4.4,27,573,97,4.6,2975.37
2021,12,16,12,0,3.9,22,483,69,4.4,1505.49
2021,12,16,13,0,3.3,10,135,22,4.2,447.03
2021,12,16,14,0,2.8,0,0,0,3.9,102.55
2021,12,16,15,0,2.5,0,0,0,3.6,26.2
2021,12,16,16,0,2.2,0,0,0,3.4,26.02
2021,12,16,17,0,2,0,0,0,3.4,25.61
2021,12,16,18,0,1.4,0,0,0,2.9,25.6
2021,12,16,19,0,0.9,0,0,0,2.5,25.38
2021,12,16,20,0,0.9,0,0,0,2.4,25.53
2021,12,16,21,0,0.7,0,0,0,2.3,25.48
2021,12,16,22,0,0.6,0,0,0,2.2,25.34
2021,12,16,23,0,0.3,0,0,0,1.8,25.29
2021,12,17,0,0,-0.6,0,0,0,1.2,25.48
2021,12,17,1,0,-1.4,0,0,0,1,25.16
2021,12,17,2,0,-1.8,0,0,0,1.3,24.89
2021,12,17,3,0,-1.9,0,0,0,1.4,24.73
2021,12,17,4,0,-1.9,0,0,0,1,24.8
2021,12,17,5,0,-1.8,0,0,0,1.1,24.55
2021,12,17,6,0,-1.8,0,0,0,1.5,24.55
2021,12,17,7,0,-2,0,0,0,1.5,68.54
2021,12,17,8,0,-1.2,7,73,14,1.4,322.26
2021,12,17,9,0,0.4,32,187,49,1.4,939.7
2021,12,17,10,0,1.4,28,497,87,1.4,1339.33
2021,12,17,11,0,1.2,29,509,90,1.4,2800.4
2021,12,17,12,0,0.3,23,427,65,1.3,1527.62
2021,12,17,13,0,-0.7,10,119,20,1.2,432.47
2021,12,17,14,0,-1.7,0,0,0,1.2,115.49
2021,12,17,15,0,-1.9,0,0,0,1.3,24.77
2021,12,17,16,0,-1.8,0,0,0,1.3,24.89
2021,12,17,17,0,-1.6,0,0,0,1.3,25.2
2021,12,17,18,0,-1.5,0,0,0,1.4,25.12
2021,12,17,19,0,-1.3,0,0,0,1.4,24.8
2021,12,17,20,0,0,0,0,0,1.5,24.48
2021,12,17,21,0,0.6,0,0,0,1.6,24.77
2021,12,17,22,0,-0.5,0,0,0,1.5,24.68
2021,12,17,23,0,-0.6,0,0,0,1.5,25.18
2021,12,18,0,0,0.1,0,0,0,1.5,24.92
2021,12,18,1,0,0.7,0,0,0,1.6,24.7
2021,12,18,2,0,1.7,0,0,0,1.5,24.46
2021,12,18,3,0,1.8,0,0,0,1.5,24.59
2021,12,18,4,0,1.4,0,0,0,1.4,24.45
2021,12,18,5,0,1.2,0,0,0,1.5,24.5
2021,12,18,6,0,1.2,0,0,0,1.7,24.89
2021,12,18,7,0,1.1,0,0,0,1.6,68.98
2021,12,18,8,0,0.7,8,29,10,1.4,239.33
2021,12,18,9,0,1.1,21,394,57,1.3,468.39
2021,12,18,10,0,1.8,27,517,88,1.2,1329.74
2021,12,18,11,0,2.2,29,510,90,1.4,3044.72
2021,12,18,12,0,2,35,175,53,1.6,1868.3
2021,12,18,13,0,1.6,10,0,10,1.8,844.96
2021,12,18,14,0,1.6,0,0,0,2.1,96.25
2021,12,18,15,0,2.1,0,0,0,2.3,25.36
2021,12,18,16,0,2.3,0,0,0,2.3,25.48
2021,12,18,17,0,2.1,0,0,0,2.2,25.56
